nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
E,E01019300,10.59,6.5,6.3,13.628715028158547,8,7,30217.0,8,4
S,S01012561,17.304320213434544,12.0,9.0,13.627966372785913,5,7,30218.0,8,4
E,E01031205,10.82,6.7,5.0,13.627586021943337,8,7,30219.0,8,4
S,S01009904,15.589954587469611,11.0,6.0,13.627079840645345,6,7,30220.0,8,4
E,E01018153,10.713,9.4,5.6000000000000005,13.627072643145379,8,7,30221.0,8,4
E,E01021677,10.479,7.1,6.9,13.623311481482505,8,7,30222.0,8,4
E,E01016250,10.459,15.0,7.000000000000001,13.620577077415552,8,7,30223.0,8,4
S,S01007400,16.727431525177543,13.0,8.0,13.619949173104873,6,7,30224.0,8,4
E,E01035160,10.813,7.7,5.0,13.619028228156695,8,7,30225.0,8,4
E,E01011880,10.457,6.6000000000000005,7.000000000000001,13.618131993476513,8,7,30226.0,8,4
E,E01034518,9.924,11.5,10.0,13.618010183425756,8,7,30227.0,8,4
E,E01031019,10.261,11.700000000000001,8.1,13.617394556008506,8,7,30228.0,8,4
E,E01018598,11.06,5.5,3.5999999999999996,13.61696600009988,8,7,30229.0,8,4
S,S01007104,13.86860180168494,5.0,3.0,13.616263635653098,6,7,30230.0,8,4
E,E01010573,10.099,10.7,9.0,13.614790674857291,8,7,30231.0,8,4
E,E01031861,10.202,14.799999999999999,8.4,13.61041388577717,8,7,30232.0,8,4
E,E01028240,9.811,10.5,10.6,13.610161552810679,8,7,30233.0,8,4
E,E01009286,11.232,5.2,2.6,13.610078865622848,7,7,30234.0,8,4
S,S01013113,17.291014846292246,13.0,9.0,13.609057696542202,5,7,30235.0,8,4
E,E01022163,10.076,15.4,9.1,13.60838864488178,8,7,30236.0,8,4
E,E01014922,10.43,11.4,7.1,13.606839795622918,8,7,30237.0,8,4
E,E01013794,10.855,5.7,4.7,13.605225684906195,8,7,30238.0,8,4
E,E01009207,10.144,11.899999999999999,8.7,13.604655757515351,8,7,30239.0,8,4
E,E01024121,10.481,9.6,6.800000000000001,13.604040130098099,8,7,30240.0,8,4
E,E01022780,10.142,16.2,8.7,13.602210673576309,8,7,30241.0,8,4
E,E01022555,10.39,7.5,7.3,13.601370987489014,8,7,30242.0,8,4
E,E01017811,10.283,10.2,7.9,13.600857608691054,8,7,30243.0,8,4
W,W01001859,13.6,10.0,6.0,13.6,7,7,30245.5,8,4
W,W01000578,13.6,10.0,8.0,13.6,7,7,30245.5,8,4
W,W01000822,13.6,13.0,9.0,13.6,7,7,30245.5,8,4
W,W01000888,13.6,13.0,8.0,13.6,7,7,30245.5,8,4
E,E01014028,10.637,7.5,5.8999999999999995,13.599308759432196,8,7,30248.0,8,4
S,S01010682,14.427820305521688,4.0,4.0,13.599169179804765,6,7,30249.0,8,4
S,S01007357,16.141506012340678,8.0,7.0,13.599089457435777,6,7,30250.0,8,4
E,E01016320,9.997,13.4,9.5,13.598673570583486,8,7,30251.0,8,4
E,E01023264,10.245,7.3999999999999995,8.1,13.597833884496184,8,7,30252.0,8,4
S,S01006738,15.566079769698304,7.0,6.0,13.593150585271388,6,7,30253.0,8,4
S,S01010963,15.565006196954435,7.0,6.0,13.59162489723732,6,7,30254.0,8,4
E,E01004683,11.057,4.6,3.5000000000000004,13.59158193886787,8,7,30255.0,8,4
E,E01033912,10.239,20.9,8.1,13.590498632679067,8,7,30256.0,8,4
E,E01024256,10.381,9.5,7.3,13.590368109763332,8,7,30257.0,8,4
E,E01030708,10.274,14.099999999999998,7.9,13.589854730965373,8,7,30258.0,8,4
E,E01027074,10.416,10.5,7.1,13.589724208049637,8,7,30259.0,8,4
E,E01014770,9.954,8.9,9.700000000000001,13.589537136541018,8,7,30260.0,8,4
E,E01031014,10.398,9.700000000000001,7.199999999999999,13.589434887921724,8,7,30261.0,8,4
S,S01010695,15.563454765031388,5.0,6.0,13.589420108475514,6,7,30262.0,8,4
E,E01033994,11.321,3.5000000000000004,2.0,13.588586488969447,7,7,30263.0,8,4
E,E01029887,10.379,13.900000000000002,7.3,13.587923025824292,8,7,30264.0,8,4
E,E01015915,10.253,14.6,8.0,13.5858977849289,8,7,30265.0,8,4
E,E01014087,10.34,12.7,7.5,13.583676759659904,8,7,30266.0,8,4
S,S01007331,16.13039144334916,7.0,7.0,13.583294193434314,6,7,30267.0,8,4
E,E01022472,10.588,6.5,6.1,13.582837073572605,8,7,30268.0,8,4
E,E01018188,10.197,14.7,8.3,13.582584740606121,8,7,30269.0,8,4
E,E01020750,9.876,9.2,10.100000000000001,13.581044604212241,8,7,30270.0,8,4
E,E01018209,10.373,9.8,7.3,13.58058777400717,8,7,30271.0,8,4
E,E01000370,10.264,10.7,7.9,13.577629311270172,8,7,30272.0,8,4
E,E01018323,10.317,10.7,7.6,13.57727472968439,8,7,30273.0,8,4
E,E01012048,10.209,12.9,8.200000000000001,13.575538808916912,8,7,30274.0,8,4
E,E01033660,11.257,5.3,2.3,13.575493108890505,7,7,30275.0,8,4
S,S01013246,16.695896986507954,9.0,8.0,13.575134447150974,6,7,30276.0,8,4
E,E01006396,10.243,9.1,8.0,13.573672365233698,8,7,30277.0,8,4
E,E01034794,10.349,13.700000000000001,7.3999999999999995,13.572963202062137,8,7,30278.0,8,4
E,E01022451,10.22,12.3,8.1,13.567270335258183,8,7,30279.0,8,4
S,S01009909,17.832837998110215,9.0,10.0,13.567242158144946,5,7,30280.0,8,4
E,E01001601,10.344,10.8,7.3999999999999995,13.566850492214535,8,7,30281.0,8,4
S,S01011170,15.54730268497239,8.0,6.0,13.566465878860368,6,7,30282.0,8,4
S,S01010702,14.40408850895857,5.0,4.0,13.56544317637363,6,7,30283.0,8,4
S,S01012901,16.688503638927127,10.0,8.0,13.5646275280808,6,7,30284.0,8,4
E,E01035396,10.502,14.2,6.5,13.564564205487676,8,7,30285.0,8,4
E,E01022536,10.697,10.299999999999999,5.4,13.564079100986156,8,7,30286.0,8,4
S,S01010699,14.402152626982604,5.0,4.0,13.562692033534947,6,7,30287.0,8,4
E,E01022562,10.693,11.1,5.4,13.559188933108077,8,7,30288.0,8,4
E,E01033569,10.105,14.499999999999998,8.7,13.556976620704067,8,7,30289.0,8,4
E,E01004935,10.05,11.1,9.0,13.554886118350804,8,7,30290.0,8,4
S,S01007737,16.681605141909586,11.0,8.0,13.554823856729392,6,7,30291.0,8,4
E,E01020151,10.226,8.4,8.0,13.552889151751856,8,7,30292.0,8,4
E,E01001377,10.901,8.6,4.2,13.552880438886875,8,7,30293.0,8,4
E,E01022087,10.243,12.4,7.9,13.551955929910251,8,7,30294.0,8,4
E,E01018243,10.065,13.200000000000001,8.9,13.551507812570158,8,7,30295.0,8,4
E,E01010861,10.207,8.5,8.1,13.551377289654422,8,7,30296.0,8,4
E,E01016265,10.349,9.5,7.3,13.55124676673869,8,7,30297.0,8,4
E,E01012163,10.01,9.3,9.2,13.5494173102169,8,7,30298.0,8,4
E,E01033191,10.152,14.799999999999999,8.4,13.549286787301163,8,7,30299.0,8,4
E,E01013226,10.577,8.9,6.0,13.547672676584439,8,7,30300.0,8,4
E,E01016557,10.326,15.6,7.3999999999999995,13.544844736763174,8,7,30301.0,8,4
E,E01030869,10.645,10.4,5.6000000000000005,13.543939789218012,8,7,30302.0,8,4
S,S01012252,16.673841868992895,9.0,8.0,13.543791225115145,6,7,30303.0,8,4
E,E01028235,10.147,8.9,8.4,13.543174077453564,8,7,30304.0,8,4
E,E01032043,10.111,9.1,8.6,13.542595437197736,8,7,30305.0,8,4
E,E01029364,9.914,8.799999999999999,9.700000000000001,13.540635457760214,8,7,30306.0,8,4
E,E01012228,10.056,11.200000000000001,8.9,13.540504934844478,8,7,30307.0,8,4
E,E01033245,10.588,16.0,5.8999999999999995,13.539404202925708,8,7,30308.0,8,4
E,E01023090,10.285,11.799999999999999,7.6,13.538153386659747,8,7,30309.0,8,4
E,E01020027,9.982,12.0,9.3,13.536902570393785,8,7,30310.0,8,4
E,E01019988,10.105,14.000000000000002,8.6,13.535260185380615,8,7,30311.0,8,4
E,E01027897,10.263,6.7,7.7,13.532973898653752,8,7,30312.0,8,4
E,E01029780,9.961,11.200000000000001,9.4,13.53294562435731,8,7,30313.0,8,4
E,E01007604,10.102,12.0,8.6,13.531592559472054,8,7,30314.0,8,4
E,E01022533,10.704,9.0,5.2,13.529204024125901,8,7,30315.0,8,4
E,E01010122,10.171,10.9,8.200000000000001,13.529082214075146,8,7,30316.0,8,4
S,S01011307,15.52078986101238,6.0,6.0,13.528787669818497,6,7,30317.0,8,4
S,S01009821,16.091443846980876,11.0,7.0,13.52794453774105,6,7,30318.0,8,4
E,E01019722,10.187,11.799999999999999,8.1,13.526926450264018,8,7,30319.0,8,4
E,E01012583,10.258,17.9,7.7,13.526861188806151,8,7,30320.0,8,4
S,S01007371,17.804363821769652,10.0,10.0,13.526776609470346,5,7,30321.0,8,4
S,S01008632,20.66044667239285,9.0,15.0,13.526558479385958,5,7,30322.0,8,4
E,E01013037,10.062,12.4,8.799999999999999,13.526123751338147,8,7,30323.0,8,4
E,E01031633,10.737,11.3,5.0,13.526115038473167,8,7,30324.0,8,4
S,S01007111,14.947322129754475,7.0,5.0,13.525632099857836,6,7,30325.0,8,4
E,E01025347,10.026,16.900000000000002,9.0,13.525545111082323,8,7,30326.0,8,4
S,S01006565,16.08970689925999,9.0,7.0,13.525476106636876,6,7,30327.0,8,4
E,E01021763,10.239,13.700000000000001,7.8,13.525349326708719,8,7,30328.0,8,4
E,E01033429,10.15,13.600000000000001,8.3,13.525125268038677,8,7,30329.0,8,4
E,E01000199,10.292,14.099999999999998,7.5,13.524994745122939,8,7,30330.0,8,4
S,S01006776,17.231673487967072,15.0,9.0,13.52472582351438,5,7,30331.0,8,4
E,E01018816,10.824,2.4,4.5,13.523894013204172,8,7,30332.0,8,4
E,E01020239,10.361,9.5,7.1,13.52248439972603,8,7,30333.0,8,4
E,E01022566,10.414,12.6,6.800000000000001,13.52212981814025,8,7,30334.0,8,4
E,E01026810,10.254,13.700000000000001,7.7,13.52197102092807,8,7,30335.0,8,4
E,E01000702,10.236,14.2,7.8,13.521681700800158,8,7,30336.0,8,4
E,E01033138,10.147,15.299999999999999,8.3,13.521457642130116,8,7,30337.0,8,4
E,E01007935,11.052,5.3,3.2,13.520319923049923,8,7,30338.0,8,4
E,E01015230,9.879,7.9,9.8,13.519562924150456,8,7,30339.0,8,4
E,E01020091,10.536,10.100000000000001,6.1,13.519264891157562,8,7,30340.0,8,4
E,E01033288,10.305,14.799999999999999,7.3999999999999995,13.51917135540325,8,7,30341.0,8,4
S,S01011076,18.369611721796947,12.0,11.0,13.518250718419424,5,7,30342.0,8,4
E,E01024758,10.002,13.5,9.1,13.517920539137291,8,7,30343.0,8,4
E,E01005970,10.001,10.2,9.1,13.51669799716777,8,7,30344.0,8,4
E,E01003157,10.391,13.100000000000001,6.9,13.515727788164735,8,7,30345.0,8,4
S,S01010670,14.94035263270176,7.0,5.0,13.515727528120589,6,7,30346.0,8,4
E,E01001564,10.355,12.9,7.1,13.51514914790891,8,7,30347.0,8,4
E,E01014558,10.923,6.3,3.9,13.51462705624597,8,7,30348.0,8,4
S,S01010387,15.509513912960516,10.0,6.0,13.512763064952406,6,7,30349.0,8,4
S,S01007363,18.365586996816337,12.0,11.0,13.512531055007326,5,7,30350.0,8,4
E,E01022063,10.175,13.0,8.1,13.512255946629779,8,7,30351.0,8,4
S,S01012001,14.937517001511518,9.0,5.0,13.511697723339598,6,7,30352.0,8,4
E,E01009535,10.032,14.7,8.9,13.511163927575996,8,7,30353.0,8,4
S,S01006994,16.650494143136022,6.0,8.0,13.510611036659384,6,7,30354.0,8,4
E,E01011945,10.031,8.5,8.9,13.509941385606476,8,7,30355.0,8,4
E,E01022924,9.976,11.5,9.2,13.507850883253216,8,7,30356.0,8,4
E,E01022255,10.562,18.2,5.8999999999999995,13.507618111718186,8,7,30357.0,8,4
E,E01015018,9.602,13.600000000000001,11.3,13.50666532844512,8,7,30358.0,8,4
E,E01020261,10.347,8.1,7.1,13.505368812152748,8,7,30359.0,8,4
E,E01028309,10.009,9.0,9.0,13.504761897600481,8,7,30360.0,8,4
E,E01028784,10.222,14.399999999999999,7.8,13.504566113226876,8,7,30361.0,8,4
E,E01025413,9.991,12.1,9.1,13.50447257747257,8,7,30362.0,8,4
E,E01031166,10.825,7.5,4.3999999999999995,13.503400119850243,8,7,30363.0,8,4
S,S01007233,17.216200930774423,11.0,9.0,13.502737285243382,5,7,30364.0,8,4
E,E01016896,10.362,10.100000000000001,7.000000000000001,13.5019905063721,8,7,30365.0,8,4
E,E01010078,9.971,10.0,9.2,13.501738173405613,8,7,30366.0,8,4
E,E01002860,11.161,5.2,2.5,13.501561950463472,7,7,30367.0,8,4
S,S01009370,18.3577749047967,8.0,11.0,13.501429045028525,5,7,30368.0,8,4
W,W01000474,13.5,7.0,5.0,13.5,7,7,30375.0,8,4
W,W01000700,13.5,9.0,5.0,13.5,7,7,30375.0,8,4
W,W01000047,13.5,10.0,7.0,13.5,7,7,30375.0,8,4
W,W01000428,13.5,7.0,4.0,13.5,7,7,30375.0,8,4
W,W01001882,13.5,12.0,6.0,13.5,7,7,30375.0,8,4
W,W01000308,13.5,12.0,6.0,13.5,7,7,30375.0,8,4
W,W01001380,13.5,11.0,8.0,13.5,7,7,30375.0,8,4
W,W01001492,13.5,14.0,8.0,13.5,7,7,30375.0,8,4
W,W01001515,13.5,11.0,7.0,13.5,7,7,30375.0,8,4
W,W01001548,13.5,6.0,5.0,13.5,7,7,30375.0,8,4
W,W01000473,13.5,13.0,8.0,13.5,7,7,30375.0,8,4
W,W01000248,13.5,7.0,3.0,13.5,7,7,30375.0,8,4
W,W01000019,13.5,10.0,9.0,13.5,7,7,30375.0,8,4
E,E01012793,10.181,10.4,8.0,13.49787476312345,8,7,30382.0,8,4
E,E01034677,10.606,8.3,5.6000000000000005,13.496260652406727,8,7,30383.0,8,4
S,S01007691,14.925784343215478,6.0,5.0,13.495024073163298,6,7,30384.0,8,4
E,E01015803,10.32,15.1,7.199999999999999,13.494076614299157,8,7,30385.0,8,4
E,E01006194,10.302,12.2,7.3,13.493787294171243,8,7,30386.0,8,4
E,E01028790,10.053,14.799999999999999,8.7,13.493404438289021,8,7,30387.0,8,4
E,E01008680,10.052,10.4,8.7,13.492181896319499,8,7,30388.0,8,4
E,E01004466,10.441,14.499999999999998,6.5,13.48998914534695,8,7,30389.0,8,4
E,E01022287,10.21,14.7,7.8,13.489895609592635,8,7,30390.0,8,4
E,E01024300,10.458,6.2,6.4,13.48905592350534,8,7,30391.0,8,4
E,E01007082,9.694,12.5,10.7,13.488840577700277,8,7,30392.0,8,4
E,E01004632,10.191,17.299999999999997,7.9,13.488383747495206,8,7,30393.0,8,4
S,S01007246,15.492155817806916,5.0,6.0,13.488094929307838,6,7,30394.0,8,4
E,E01032600,10.188,13.8,7.9,13.484716121586645,8,7,30395.0,8,4
E,E01027216,10.116,12.0,8.3,13.483558841074991,8,7,30396.0,8,4
E,E01018570,10.524,8.7,6.0,13.482877952199871,8,7,30397.0,8,4
E,E01011970,9.831,9.2,9.9,13.482597344936938,8,7,30398.0,8,4
E,E01013101,10.079,12.4,8.5,13.481757658849645,8,7,30399.0,8,4
E,E01023854,10.665,7.5,5.2,13.481524887314615,8,7,30400.0,8,4
E,E01034862,10.132,13.8,8.200000000000001,13.481403077263863,8,7,30401.0,8,4
E,E01000181,10.629,8.4,5.4,13.480946247058789,8,7,30402.0,8,4
E,E01034539,10.22,15.299999999999999,7.7,13.480404593964389,8,7,30403.0,8,4
E,E01003904,9.971,15.299999999999999,9.1,13.480021738082167,8,7,30404.0,8,4
E,E01007077,9.811,13.4,10.0,13.479862940869983,8,7,30405.0,8,4
E,E01033682,11.214,5.0,2.1,13.479490933554244,7,7,30406.0,8,4
E,E01022792,10.308,10.8,7.199999999999999,13.479406110664915,8,7,30407.0,8,4
E,E01019152,10.077,6.6000000000000005,8.5,13.479312574910605,8,7,30408.0,8,4
S,S01009941,16.056779702345878,14.0,7.0,13.478682230195647,6,7,30409.0,8,4
E,E01007657,10.129,10.7,8.200000000000001,13.477735451355302,8,7,30410.0,8,4
E,E01001907,10.644,8.9,5.3,13.477567941278142,8,7,30411.0,8,4
E,E01033992,11.14,4.9,2.5,13.47588856910355,7,7,30412.0,8,4
E,E01031248,10.536,9.3,5.8999999999999995,13.475832020510662,8,7,30413.0,8,4
S,S01007631,13.769762259402764,5.0,3.0,13.475799649571194,6,7,30414.0,8,4
E,E01030302,10.607,9.2,5.5,13.475766759052796,8,7,30415.0,8,4
E,E01024060,10.02,15.8,8.799999999999999,13.474776988618302,8,7,30416.0,8,4
E,E01006686,9.931,8.5,9.3,13.474552929948258,8,7,30417.0,8,4
E,E01034134,11.404,1.6,1.0,13.472893119205127,7,7,30418.0,8,4
E,E01027369,10.194,7.7,7.8,13.470334938080313,8,7,30419.0,8,4
E,E01021931,10.034,9.9,8.7,13.470176140868139,8,7,30420.0,8,4
E,E01025626,10.105,19.3,8.3,13.47011087941027,8,7,30421.0,8,4
S,S01010718,16.049843876527305,9.0,7.0,13.468825509709577,6,7,30422.0,8,4
E,E01030521,10.032,10.2,8.7,13.467731056929097,8,7,30423.0,8,4
E,E01004475,10.4,14.2,6.6000000000000005,13.461581359920073,8,7,30424.0,8,4
E,E01021330,10.24,10.100000000000001,7.5,13.461422562707892,8,7,30425.0,8,4
E,E01021571,10.613,6.1,5.4,13.461385575546467,8,7,30426.0,8,4
E,E01021171,10.558,9.8,5.7,13.459295073193209,8,7,30427.0,8,4
E,E01002742,10.256,12.6,7.3999999999999995,13.459266798896765,8,7,30428.0,8,4
E,E01035029,10.824,19.7,4.2,13.458744707233826,8,7,30429.0,8,4
E,E01033868,10.983,7.1,3.3000000000000003,13.457680962476484,8,7,30430.0,8,4
E,E01028295,10.148,10.4,8.0,13.457530878129287,8,7,30431.0,8,4
S,S01006901,16.04171201132273,10.0,7.0,13.457269059987718,6,7,30432.0,8,4
S,S01007033,18.325944996208637,11.0,11.0,13.456194559582025,5,7,30433.0,8,4
S,S01011728,17.183415792009992,10.0,9.0,13.4561452921122,5,7,30434.0,8,4
E,E01014909,10.324,11.0,7.000000000000001,13.455533911530337,8,7,30435.0,8,4
E,E01033232,10.022,13.3,8.7,13.455505637233896,8,7,30436.0,8,4
E,E01024451,10.43,11.3,6.4,13.454824748358778,8,7,30437.0,8,4
N,95GG42S3,4.8710310244282775,8.5,3.6,13.453105323596336,10,7,30438.0,8,4
E,E01025437,10.055,11.799999999999999,8.5,13.45241665158116,8,7,30439.0,8,4
E,E01008967,9.948,10.7,9.1,13.451903272783206,8,7,30440.0,8,4
E,E01032189,9.84,14.899999999999999,9.700000000000001,13.450167352015725,8,7,30441.0,8,4
E,E01002827,11.278,2.6,1.6,13.449151442986286,7,7,30442.0,8,4
E,E01017069,10.301,9.8,7.1,13.449131881554823,8,7,30443.0,8,4
E,E01013450,10.53,8.7,5.800000000000001,13.446780333370096,8,7,30444.0,8,4
S,S01007268,14.891662990362825,6.0,5.0,13.446533144112781,6,7,30445.0,8,4
E,E01008224,10.192,12.8,7.7,13.446173418817825,8,7,30446.0,8,4
E,E01021813,10.032,12.7,8.6,13.446014621605645,8,7,30447.0,8,4
S,S01007598,15.462168084564048,7.0,6.0,13.445478417256126,6,7,30448.0,8,4
E,E01012227,10.226,15.299999999999999,7.5,13.444306975134612,8,7,30449.0,8,4
S,S01008798,16.029984583448577,11.0,7.0,13.440602842928673,6,7,30450.0,8,4
S,S01010510,15.457483448427986,8.0,6.0,13.438820933319828,6,7,30451.0,8,4
E,E01035405,10.505,15.1,5.8999999999999995,13.437933219455541,8,7,30452.0,8,4
S,S01007880,16.027998000735103,8.0,7.0,13.437779647675306,6,7,30453.0,8,4
S,S01008658,15.455859631991546,9.0,6.0,13.436513276646586,6,7,30454.0,8,4
E,E01016830,10.184,13.600000000000001,7.7,13.436393083061663,8,7,30455.0,8,4
E,E01011159,10.148,8.799999999999999,7.9,13.435814442805839,8,7,30456.0,8,4
E,E01021007,10.325,6.9,6.9,13.435040018176407,8,7,30457.0,8,4
E,E01014637,10.769,5.7,4.3999999999999995,13.434937769557116,8,7,30458.0,8,4
E,E01035492,10.591,19.7,5.4,13.434489652217025,8,7,30459.0,8,4
S,S01009665,17.16763061640654,9.0,9.0,13.433712481972979,5,7,30460.0,8,4
E,E01008552,9.844,12.4,9.6,13.433341084570355,8,7,30461.0,8,4
E,E01016266,10.519,9.3,5.800000000000001,13.433332371705376,8,7,30462.0,8,4
E,E01009292,10.181,14.000000000000002,7.7,13.432725457153103,8,7,30463.0,8,4
E,E01030654,10.145,11.5,7.9,13.432146816897278,8,7,30464.0,8,4
E,E01017415,10.269,14.7,7.199999999999999,13.43172697385363,8,7,30465.0,8,4
E,E01022060,10.535,8.4,5.7,13.431176607894248,8,7,30466.0,8,4
E,E01017231,10.659,11.200000000000001,5.0,13.430756764850598,8,7,30467.0,8,4
E,E01021225,10.055,15.9,8.4,13.430700216257712,8,7,30468.0,8,4
E,E01034458,10.818,12.7,4.1000000000000005,13.429693020093255,8,7,30469.0,8,4
E,E01030172,10.462,10.9,6.1,13.428796785413072,8,7,30470.0,8,4
E,E01007113,10.071,10.7,8.3,13.428544452446586,8,7,30471.0,8,4
S,S01012283,17.733521839563178,14.0,10.0,13.42610083767998,5,7,30472.0,8,4
E,E01012410,9.962,6.9,8.9,13.425585989709587,8,7,30473.0,8,4
E,E01013809,10.121,12.0,8.0,13.424522244952243,8,7,30474.0,8,4
E,E01013702,10.422,8.9,6.3,13.423327977279168,8,7,30475.0,8,4
E,E01034324,10.279,16.0,7.1,13.42223595822538,8,7,30476.0,8,4
E,E01018342,10.172,13.0,7.7,13.421722579427422,8,7,30477.0,8,4
E,E01012960,10.046,8.4,8.4,13.41969733853203,8,7,30478.0,8,4
E,E01021628,10.081,15.2,8.200000000000001,13.419053436818336,8,7,30479.0,8,4
S,S01011000,14.871895724601435,7.0,5.0,13.418441260250567,6,7,30480.0,8,4
E,E01030298,9.777,17.599999999999998,9.9,13.41658007858285,8,7,30481.0,8,4
E,E01023347,9.901,13.200000000000001,9.2,13.416160235539206,8,7,30482.0,8,4
E,E01013252,10.114,8.6,8.0,13.415964451165603,8,7,30483.0,8,4
S,S01009306,18.29620175954409,12.0,11.0,13.41392550931718,5,7,30484.0,8,4
E,E01034455,10.503,11.799999999999999,5.800000000000001,13.413771700193053,8,7,30485.0,8,4
S,S01010786,14.297260300097507,6.0,4.0,13.413626244646288,6,7,30486.0,8,4
S,S01006702,16.01093832955528,8.0,7.0,13.41353561173751,6,7,30487.0,8,4
S,S01009371,16.581781084130593,9.0,8.0,13.4129607446717,6,7,30488.0,8,4
E,E01026211,10.271,10.7,7.1,13.41245562246922,8,7,30489.0,8,4
E,E01026342,10.342,9.8,6.7,13.412390361011353,8,7,30490.0,8,4
E,E01032706,10.111,14.2,8.0,13.412296825257043,8,7,30491.0,8,4
E,E01019840,9.933,12.1,9.0,13.41184870791695,8,7,30492.0,8,4
E,E01012371,9.986,9.8,8.7,13.411494126331172,8,7,30493.0,8,4
E,E01010698,10.358,10.0,6.6000000000000005,13.410234597200228,8,7,30494.0,8,4
E,E01011716,10.02,12.9,8.5,13.409627682647956,8,7,30495.0,8,4
E,E01015581,10.019,11.799999999999999,8.5,13.408405140678438,8,7,30496.0,8,4
E,E01012835,10.161,7.3,7.7,13.4082746177627,8,7,30497.0,8,4
E,E01028653,9.823,13.4,9.6,13.407667703210434,8,7,30498.0,8,4
S,S01009250,18.29142679674216,8.0,11.0,13.407139659311552,5,7,30499.0,8,4
E,E01016549,9.929,16.6,9.0,13.406958540038872,8,7,30500.0,8,4
E,E01032819,10.213,17.7,7.3999999999999995,13.4066974942074,8,7,30501.0,8,4
E,E01008069,10.852,6.800000000000001,3.8,13.406110141086593,8,7,30502.0,8,4
E,E01030950,10.23,11.1,7.3,13.405764272365795,8,7,30503.0,8,4
E,E01014456,10.14,16.8,7.8,13.404317671726226,8,7,30504.0,8,4
E,E01011827,10.104,8.9,8.0,13.403739031470401,8,7,30505.0,8,4
E,E01028663,9.925,16.2,9.0,13.402068372160791,8,7,30506.0,8,4
E,E01032943,10.102,14.399999999999999,8.0,13.40129394753136,8,7,30507.0,8,4
E,E01022224,10.457,10.6,6.0,13.400967640242024,8,7,30508.0,8,4
